text,stars,date,useful
"After getting into an arguement at another Az casino with a fellow BJ player, I've decided that table poker is the game for me.  3 Card Poker specifically!!!   Love going to the Wild Horse Pass casino.  All the table dealers I've dealt with there are very friendly, both when you're winning and losing.  Trust me, I've seen my fair share of ""coolers"" who have been asshats in other casinos.  The dealer I had this past Friday night was especially helpful to a friend of mine, a newbie to 3 card, and taught her the basics.     The 27/7 cafe has decent food.  Though I think next time, I'll just order a side of bacon and an order of sourdough toast instead of a club on sourdough.  The bacon they have there...seriously...AWESOME!    Finally....Many THANKS to Wild Horse Pass for having a $5min 3 card Poker table on Friday night!  And a BIG thank you to the dealer who dealt me the 3 of a kind and the straight flush!  Cha Ching!!  Color up Yo!  :D",5,2010-10-05 23:12:30,2
I went to Itech Customs for just a quick quote on my iphone6s screen/ front camera crack. iTech fixed it all for $75 when Sprint was going to charge me over $150. Thank you & I will definitely be back for any issues that I have with phone repair! I'm extremely happy and impressed! I'm recommending iTech Customs to all of my friend!!,5,2017-09-09 00:30:12,0
"I LOVE this place! I have found the staff to be extremely knowledgable, beyond helpful and always willing to go above and beyond to do whatever they can to assist you. This store carries products that I can't find anywhere else besides online. They are great about returns if you have a finicky eater (like mine).  I also love that they have no agenda when it comes to helping you select a certain food. They listen to what you're looking for and then make suggestions based on the info you've given them. They're also well versed in the latest pet food recalls (which are hard to stay on top of these days!) If you sign up online, they offer discounts and specials all the time which helps with some of the pricier food. Organized, clean, and a huge selection. I have absolutely no complaints about this place... Except maybe that when they hold weekend pet adoptions I get depressed that I can't take all the animals home.",5,2014-06-27 23:14:34,0
Great food and prices.  Servings are generous and the atmosphere is good.  A nice place for traditional Mexican in Old Town.  Really liked the Pollo Relleno.,4,2013-10-24 06:42:29,0
Jason recommended the penne shrimp dish its was awesome. Definitely request Jason as your waiter. We will be back,5,2018-05-28 20:26:32,0
"When looking up hotels to stay in, I was skeptical about this and many other hotels, as one usually is in a city the've never visited. However, I was extremely pleased with my stay at Platinum.  Location: Located next to an AM/PM gas station. This was great because I could pregame on the cheap before we went to various places. The hotel is very visible but still in the cut. About a half mile or so from the Venetian.  Customer Service: When I walked in, I was greeted with warmth. It was about 1 am, so not many people were in the lobby. Which was actually the case throughout my entire trip. I chatted with the front desk associate like we were old friends. He was just that nice. And he made me feel so welcome!  Room: Can I tell you that this room was EVERYTHING in LIFE?! Ok. There I told you. I was in room 402 I believe. This room was in fact a suite. I felt like it was an apartment and I had a lease. Freaking HUGE! It had separate areas for a kitchen (complete with full fridge, stove / oven, microwave, dishwasher and bar), living room, balcony, bedroom with 2 queen beds, a safe, closet and tv and bathroom with closet, garden tub, separate bathroom and double sink vanity. The bathroom was the size of most rooms. Completely clean!!!!  I stayed in it by myself. What a wondrous time!!!!!!! I had everything I needed and then some. And the view! Perfect view of the strip. It's the perfect way to be a part of Vegas without all the noise and smoke you get in a hotel with a casino. At half the price. Or less, depending on when you go. My first night in Vegas was spent relaxing in my beautiful room.  Tip: Even if you can't go get a full massage or service at the spa, at least purchase a cupcake bath salt from them and use in that beautiful tub. So relaxing!  I will def be bringing my sister and cousin back this March! Can't wait!  Im sure I left something out but you get the gist right? If not....stay here!! You won't regret it!",5,2016-01-04 04:09:20,8
"While I don't have a green thumb, I very much enjoy having low-maintenance plants around the house. It's nice to be able to walk into a bonafide garden centre and proclaim, ""I just want a plant that's hard to kill,"" without the judgment! I've consistently found that the staff are helpful and courteous. What's best is that they stand by their plants with a 3 month satisfaction guarantee!",4,2017-04-07 21:09:28,0
"I tried to treat myself for going to a four-star hotel but it seemed they were holding back on basic amenities and proper service unless you would buy into all the atrocious add-ons that they suggested. No breakfast, no wifi, and when I got into my room all my lamps, TV, phone, etc. were either plugged off or on a timer so that they could save money on electricity. I found this out because I wanted to call guest services to let them know the TV wasn't working, and realized in short succession that the phones weren't working either. That's not just an inconvenience, it's a safety hazard! I had to ride the elevator and walk into the lobby with my slippers, with people glancing at me. I had to stay that way for a LONG TIME, given that I could not find a single person to help me in that big hotel. I ended up having to walk outside to the streets, where I finally got a valet to go inside, call a manager, and waited out my final few minutes while she finally found some time for me.  Four star hotel. Really? Nice place, clean sheets, but unfortunately an unpleasant experience. Great location though.",1,2014-09-09 18:08:51,0
"This place is over the top! The food is great and the portions...when the hell did every restaurant in Vegas begin serving only sumo wrestlers. My family had a great mix of food - the Mayor of Flavortown Burger, Motley Que Sandwich and Vegas Fries. Don't kid yourself, the fries aren't a side; not by a long shot. They are a meal and for $13, they're a very filling meal. We all loved our food, but I'll have to say the Motley Que was the best meal of the night. Damn it! My wife is always bragging about how she's better at ordering, and she did it again here.   This place isn't inexpensive, but the portions and quality make it well worth it. We had dinner at BurGR the night before and for the same $100, this is the better option by a long shot.   My only complaint is the hostess staff. They treat you like crap - you're just a number to them. They have no personality and make no effort to get you excited about the meal - give me you cell number and we'll text you. NEXT! When I asked about the wait after 45 minutes, she told me that she texted me 6 minutes earlier. I showed her my phone - no text. Well, that also meant no apology from her either. She gave me a look like, do you still want in or not, I have other people to be rude to.",4,2014-11-30 03:22:06,1
"I really wanted to love this place- as it's in my Neighborhood, beautifully decorated with a clean interior and products.  I stopped in before Christmas and received a welcoming tour.  I had to get my nails done last week when I was out shopping, so I decided to stop in and see if I needed an appointment or if they could take me. When I walked in, all nail techs were sitting around and there were no customers.  The women at the front was flustered that I didn't have an appointment t when I asked if I could get a gel manicure and when again their were no customers. Never did I feel so unwelcome. I thought about leaving.  Finally, they took me. The nail tech complained about the gel on my nails and how tough it was to get off. She struggled with it.   1 week post manicure: 3 out of my 10 nails have chipped and need to be redone.  Lots of kinks for them to work out. Hopefully they do. No matter how beautiful a space: customer service as well as product are everything.",3,2018-01-09 20:49:12,1
"The challah French toast paired with turkey bacon was a pretty awesome breakfast and I thoroughly enjoyed it; however, I felt the staff was lacking in service. They were very nice, just not very prompt and would disappear for quite some time.  I don't know if it was because a few people called out and they were short-staffed or if one should plan to stay awhile.  The food is very good, though.",4,2015-07-03 21:19:56,0
"Great ambience and decor! And the food is delicious. Pan fried fish, street side Indian noodles, hongkong chicken are a few names to start with !",5,2018-02-23 23:09:36,1
"Very disappointing, the price is too expensive for the food quality.   First of all, there is no green tea or red bean  ice cream on the menu.   They only have ice cream bar, and it is only one per person, on the menu, they didn't say that is limited. Secondly, way too much rice on the sushi. I guess thats how they make the money. Lastly, the ipad service is stupid. you have to wait for someone to confirm it. Overall, not a good reataurant for sushi.",1,2018-06-08 22:47:39,0
"This place impressed me. It is in kind of a bad location not noticeable from the street on Pleasant Valley and Broadview road however through word-of-mouth I've heard about this place and when I went... Wow. Some of the best sushi I've ever had, The Chinese food on the menu was much better than 90% of the Chinese places in the area.  The quality of the food was exceptional. I keep on craving this place but just haven't got back yet. I will be back for sure",5,2016-02-11 23:11:27,0
"Excellent ramen and one of the best restaurants in Charlotte. Very small area and limited seating, so arrive early or be ready to wait. Recommend all the bowls, sake flights, and be sure to get green tea ice cream.",5,2018-02-23 23:37:37,0
"Love this place! Very high quality, if not pricey food. The reason for this 5 star review is for their happy hour. The prime burger is one of my favorite burgers in town & during happy hour it's only $7 for this quality bacon burger. You get your choice of cheese ( I get blue) & a side of fries. If your a burger lover check out one of the best deals in Vegas.",5,2015-10-07 23:03:24,0
"Good Korean grill near Eaton Centre. The marinate is good. We got beef, ox liver, salmon, fish fillet, chicken, pork, pork belly. The fish fillet was bland and liver was meh. Salmon and chicken was really flavourable. Such a fun place to eat at for a date or group of friends. Even alone. No judgments here.  The staff is attentive, nice and considerate. Bigger groups will most likely be seated on the second floor which is way bigger. Caution: will smell like BBQ grill after.",4,2015-12-05 05:06:43,0
"I'm torn on how to review this one.  The pros: The ambiance and decor are super cute. Like a dressed up farmhouse.  The food is good and very ""farm to table"" (that's so hot right now).  Good selection of cocktails.  Nice patio.  Open for lunch.   Cons: The prices are pretty high. For food that includes sandwiches and salads, you are paying in the teens for each dish. Drinks are equally expensive.  Service is hit and miss (from my 3 visits). They're friendly and all, but sometimes just seem to forget about things like clearing dishes or refilling drinks.   Bottom line: it's a cool place with good food, but I won't go again unless somebody else requests it.",3,2013-12-07 01:45:24,4
"Some notes: restaurant is located in the Esplandade with the AMC cinema and to the east of the Ritz Carleton.  Best bet is to park in the parking garage and then go to the walking mall.  Even so, it's tough to find.  Don't give up.  Also, it is no longer Fuego Tacos, but now Fuego del Mar, with a seafood-centric menu.    That being said.  I was pretty edgy by the time we arrived.  We're from Cave Creek and had been out shopping and then had a heck of a time finding the place, so we arrived about 8.15---pretty close to closing.  And I had a Groupon---and there are Yelp reviews that said the staff DOESN'T like Groupon-ers.  Greeted by guy that I assume is the gent someone described as ""XL"".  He's just a little round.  And was a warm, welcoming fella.  He beamed a smile at us, waved at dining room and told us to sit wherever we wanted.  We chose a cozy booth in the corner.  Our server was there in moments with menus and take our drink orders.  I wish I remembered her name---dark hair in a pony-tail, glasses, and really personable and nice despite it being the end of the night and we were late-comers.    Nice ambiance---exposed brick walls, soft light, great music---DH would have liked their playlist!  TROUBLE: she hands us the menu.  Except for one dish, everything is seafood.  Fuego Tacos is now Fuego del Mar.  DH doesn't like fish and is semi-allergic to shellfish.  I asked if he wanted to leave, and he said no, we had gone thru too much to find the place---he would just order the one non-seafood dish.  At least he didn't have to make a lot of choices!  So DH ordered the Pernil Asada, which was described as slow-cooked pork topped with mango-chile salsa.  His sides were the Green Chile-Bacon Hushpuppies and the Latin Succotash.  I ordered their signature dish of Seafood Chile Rellenos---a poblano pepper stuffed with shrimp, crab and tilapia in a lobster-tomato sauce with hush puppies and Pineapple-Serrano Cole Slaw.  For drinks, DH got the house red and I got a Pomegranate Adult Lemonade.  Drinks arrived in less than 5 minutes.  DH very happy with something he thought would be bottom row plonk.  My Adult Lemonade was SO delicious---I had to be careful!  I could have drank several of them.  It tasted like lemonade with a hint of fruit---but it definitely had alcohol in it!  Entrees arrived within 15 minutes of the drinks.  DH's was all on one plate.  Three hush puppies, Latin Succotash---which looked delish---and a mound of pork with the salsa.  Not super pretty.  My presentation was much more beautiful---a mammoth poblano pepper in a puddle of light red sauce.  Slaw and hush puppies on the side.  Lovely presentation.  My only comment is that serving something in a bowl (albeit large) that needs to be cut is problematic.  I'd like to say how wonderful DH's meal was, but basically I got one bite of his pork---that's all he would share---before he devoured it.  He said it was one of the best pork dishes he had ever enjoyed.  He felt like he was in the Caribbean!  I got no bites of the Succotash, darn him---looked so good!  He scarfed it all!   His hush puppies went that fast too!  Was my seafood Chile Relleno the best thing EVER?  No, but it was VERY, VERY GOOD!  Beautifully cooked, not greasy,  seafood not overcooked at all, the lobster-tomato sauce was delicious.  Again, only quibble I have is serving it in a bowl.  It was a very deep bowl too---a smaller girl might have had trouble reaching in there, but I am fairly tall and long-armed.  The hush puppies---shut my mouth, darlin', but they were dang good!  Lots of lovely, bacon-y flavor, a hint of heat, and a touch sweet.  What is it with those Yankees not adding a bit of sweet to their cornbread?  Whoever made these knew what they were doing.  The Pineapple-Serrano Cole Slaw was in a citrus-y, non-creamy dressing and the crispness, the fruitiness and the heat was a perfect counterpoint to the richness of the Relleno.  Huge portion---I ended up bringing home half the Relleno, Slaw and two hush puppies---LUNCH!  YUM!  DH swined his plate so it's deli turkey for him, hahaha!  Bonus---ended up talking to the gentleman in the booth next to us---so interesting.  He is a musician who's lived all over the US and the world---Europe and the Middle East.  Really neat guy.  I wouldn't live in the City, but I love visiting the City 'cause you meet the most interesting people!  So at the end, I pulled out my Groupon and gave it to our server, apologizing that I had ""hid"" it until the end, but that Yelp reviews had indicated Groupon-ers got short shift as far as service went.  She took it graciously with a smile and said one of the issues was when they were Fuego Tacos, people ordered $9 plates than proferred a $10 Groupon.  Not nice.  (BTW, Fuego del Mar entrees from $20-$25) For sure, we will be back.  It's a field trip for us, but worth it.  Just an all-around good experience.",4,2013-10-03 14:52:27,3
"Nice place. We were seated after a short wait on the patio. If I remember correctly, they had a water dispenser for those waiting. Place was packed. Seats were OK. Small menu. There wasn't really a combo that did it for me. A lot of good looking food on the daily special list, problem is, you'd have to come that specific day. Today's daily specials were steak and eggs and jalapeo hash thingy. They just ran out of steaks I was told. Made the decision easier. I got jalapeo hash thingy. The food was OK. It was well executed, but nothing jumped out to me as being special, or deserving of the hype.  Would possibly go back if in the neighborhood, more likely if a daily special was one that seemed exciting. I'm not near Matt's and there was nothing here that made it worth the drive.",3,2018-07-07 21:14:26,1
"I love the West Side Market but I can't stand the crowds, the parking, and the general gentrified douchery that seems to accompany the entire process. For me, it's just not worth it. Enter the Food Peddler Farmer's Market. I don't know whose idea it was to plop down a produce-centric farmer's market style grocery store in the heart of Cleveland's Old Brooklyn neighborhood, but I'd like to shake their hand. It's just what the doctor ordered.  Imagine, if you will, a bright, airy open market full of colorful fruit and vegetables from farms around the region, rows of farm fresh eggs, coolers filled with Amish chicken and local ground beef...yeah, right. No, really, it's true. I'm not saying this place is perfect, but for an area of Cleveland more known for it's shady strip mall bars and giant cemeteries it's a breath of fresh air. It does what Cleveland and the rest of the nation needs, it encourages consumption of fresh, local foods. So what do they have to offer?  -Fresh, seasonal fruits and vegetables with everything from plump bing cherries to more exotic fare like chayote and California avocados.   -A bakery with Cleveland favorites like kugel and kolaczki and a deli stocked to overflowing with meats and cheeses from all over Ohio and Pennsylvania.  -A bulk section with plenty of flour, rice, pie fillings, nuts, seeds, and other goodies.  -Giant bags of peanuts, onions, apples, and carrots.  -A wall of bulk candy packaged in little containers perfect for hiding in your cupboard behind the quinoa and flax seeds.  -Reasonable prices. It's not as cheap as fast food, no. But if you're gonna spend your money somewhere why not make it your health.  I could go on and on about all of the products they've managed to cram into this place and about how friendly the staff was but I want to leave something for you to find out on your first visit. I know, it's not the West Side Market and it doesn't have nearly the sheer volume of items of this venerable food mecca but it's worth paying them a visit anyway. What it does have is a neighborhood feel, more parking, and a more intimate experience. Support a local business, eat local foods and give something back.",4,2013-08-03 15:06:21,11
"Was able to get in for 2 pedicures late on a Friday evening. No rushing, no short cuts, very attentive, and finished both our services even after closing time. My husband was very happy with his much-needed pedicure. I also got a gel mani, and my nails are gorgeous. Thank you to Kimberly, for doing an excellent job. Other places will file and file and file your nails down until they are paper thin and practically peeling. But Kimberly kept my natural nails intact. I absolutely LOVE my Easter nails! We will definitely return :)",5,2014-04-19 15:26:18,0
"Read the reviews and thought I would try it. Yelpers were on point with this one. Good Asian fare, reasonably priced and nice portions. Food was very fresh tasting and seasoning not overpowering. I will definitely come back. Service was great also. This is a hidden gem in the Hard Rock!",4,2016-07-25 04:44:09,0
What a mess. Been in line over an hour and there are still about 10 people in front of me. Should've stuck with the company I usually use....next counter or two over. Came here based on SW Airlines suggestion and email. Ugh,1,2018-02-01 19:30:58,1
"Normally, I give a restaurant at least 3 stars as long as it has good food. However, our group was quite disappointed with this restaurant. Granted, we were expecting a lot from an Italian restaurant in the Venetian, but I also think those are fine expectations to have when eating at these prices.  First, we changed our reservation, and they said they could accommodate the time. Clearly, they shouldn't have. We were seated at a folding table in the hallway next to the restaurant, quite literally in the food court next to a kiosk selling trinkets to tourists. Whatever ambiance this restaurant might offer is a mystery to me. They shouldn't have switched the reservation if it wasn't possible to accommodate the change (our fault, wouldn't blame them). I know they threw a table together as our table and chairs looked different from the rest of the ones set up. A few were just in front of the restaurant but not off to the side like ours was.  I expected to pay a lot in the Venetian, but I expected to be blown away. I would have preferred dining at several places we walked at on the way to this one. I paid $17 for spaghetti carbonara. It was very tasty, a well-balanced sauce with a decent amount of pancetta. However, I finished the whole thing. I can't finish an entree at Olive Garden for the same price. I also ate a few pieces of bread. One of my friends ordered a chicken kabob (who knows why that's sold at an Italian restaurant). It was one single kabob with perhaps 4-5 pieces of chicken and 4-5 vegetables on a bed of rice and it cost $25! Absolutely outrageous.   To top it off, we told the waiter we were celebrating a birthday. He said ok, so I expected we would receive a dessert, as is customary. We received nothing. Of course, our waiter didn't seem keen on giving us the time of day so I don't know why I expected him to remember a birthday.",2,2017-01-02 03:48:03,3
"We had the curry it was really good but it was small portion for it's price.. the garlic chicken wasn't satisfying since it was dry, no spices, very plain and the chicken was kinda hard. Presentation was ok, you gotta order the rice seperate.. the service was fine the servers were pretty casual with their guests. Would come back for curry but not for tandoori or kabob.",3,2016-02-23 19:51:14,3
"This is the worst gym I've ever been to, and I've grown up in the gym business. These guys only care about your money and nothing more. When I joined I later had to cancel with them because I had to meet with my National Guard unit and I didn't know what kind of schedule I'd have. They seemed understanding and said it wasn't a problem. At this time I would have rated this gym very good, because I had fun with no issues. I even told them I'd probably start back up here after I know what schedule looked like. So I stop going after my month expired because I cancelled(even on my attendance sheet it said it was my last and only month.) I later check my bank statement and they charged me again, okay no big deal probably a mistake. I call them, no answer. Okay that's fine I'll email them explaining the mistake. I'll give them a few days to get back to me max. Hear nothing from them. Call them again, no answer. Call them again they finally answered. I explain the situation with guy that answers and he says ""Oh yeah i got your email but I forgot to call you."". At this point I'm a little rubbed wrong with they're crap customer service. Then after that he tells me no I haven't cancelled and I'm going to have to pay another two months worth. He tells me I must have misunderstood him (he speaks broken English so he must have misunderstood me when I cancelled with him a month prior to this). He won't help me out at all, just says I have to pay more. Thank god I have Navy Federal for a bank because I call them after this and they let me know these guys shouldn't be changing me. They repay me for what the gym took and put a dispute on the gym, they also put a stop payment on the gym. Well sure and behold I get charged by them AGAIN and I call my bank asking why did this happen? Turns out this gym is manually putting my card information in to get past the stop payment. I ask what I can do. They say to email them so I have proof i contacted them in case they try to lie. So I email these dirt bags and guess what once again nothing but they email me the SCHEDULE FOR THE CLASSES. Once again my bank is helping me, thank goodness. Not veteran friendly.",1,2016-06-03 17:41:45,8
"Had the occasion over the last few weeks to experience their sports medicine/physical therapy department.  Outstanding.  Drs. Anthony ""Tony"" Walker and Jennifer Hannon are a great team.  They really know their stuff.  Beyond knowing their stuff is their continual dialogue with patients.  On each appointment we began discussing how the exercises were working, how I was feeling, what is working or not.  Then we would get into planning for that day and going forward.  I was involved in the therapy.  And we continued in this joint planning over a month of treatments.  They administer a tablet form of survey asking about your condition and how it is affecting your life.  After the therapy has run its course you complete the same survey, so they have a before and after record of your condition.  Impressive and given the people cycling through this practice it was clear that the facility and all the therapists were doing something special.  Good resource for most all of us.",4,2017-12-02 18:16:21,0
"I've tried to shop at Montblanc Toronto several times but the selection is very limited and the sales staff while attentive, not very friendly. Recently I tried to replace a ring I received as a gift and lost.  The Toronto store was quick to identify the style number of the ring but said they no longer had stock and couldn't help me, I asked them if they could check other locations with no avail.    Because the ring had a lot of sentimental value I decided to call the  Hong Kong location where the ring was purchased. Over the phone the clerk, Jane, and amazing representative knew the ring as well and again it was out of stock but she offered to check with head office in to see if any exist  at any location world wide.  She called me the next day from Hong Kong to inform me she found the last ring in London and it was now in transit to her store where she would hold it for me until I return to Hong Kong in a few months.  Not wanting to risk the ring getting sold or lost, I paid for it with my credit card over the phone and arranged for a friend to pick it up and send it by courier.  The ring now sits on my finger never to be removed again :)...  This is the type of service that builds loyalty.    The Montblanc store in Hong Kong is located in Pacific Mall. Jane has since been promoted and transferred to their flagship store on Kowloon Side on Canton Road. I'm not surprised of her promotion given the service she provided me.  I will be forever be loyal to the Hong Kong location. Thanks Jane!  I'm giving 2 stars to the Toronto location, the Hong Kong location would easily have 5 stars.",2,2014-04-19 13:06:06,3
As far a dunkin donut locations I have been to better. It's close to where I am staying for my birthday week and I have the app with a few free coffee rewards. That is the main reason I came to this location 2 days in a row. First day there was no line but I had to wait since I ordered a smoothie that apparently only one person knew how to make. And of course they were busy. Day two I decided to go simple and got a large coffee with two donuts. Coffee order was right but they gave me the wrong donuts,2,2016-10-26 15:50:03,0
"Good food all around. The meal begins with complimentary sides as most Korean restaurants are known for. In addition to the usual sprouts, kimchi, etc. Island Style also gives you boiled peanuts which were a nice touch. I went wth cold noodles half and half for my meal. I really liked the dish, with each side offering a nice taste. I wish it could have been spicier but in the end I was contently full and very happy with my choice. $14 for the dining experience was well worth it. The restaurant itself had a very mom and pop feel and seemed authentic in every aspect. A very good option for eating in the area.",4,2017-01-14 22:05:48,0
New management sucks. I used to get my nails done here all the time but now they do a horrible job.,1,2017-05-13 06:34:26,0
Great BBQ!!!  Truly like that I grew up on in Alabama and Georgia!  The variety and quality of the sides add to the experience all the more.  I just wish they had the amazing peach cobbler everytime I visit!  It's as close to Grandma's as your going to get!  :-),5,2014-09-09 17:59:21,0
"Even though I haven't had much luck at this location over the years, I still stop by when I am at this mall. I'm still a longtime fan of the brand (since high school, mind you) and I am still optimistic.   I've been looking at this black wool boucle motorcycle jacket and now it's on sale for $49.99 (regular price $89.99). I tried it on today and it fits me like a dream. My husband says that I have enough jackets, though. But I am still debating. After all, I need to shop for my next trip to Hawaii (next month) and comfy shoes are on the top of that list (we are pretty active on our vacations and walking is an everyday thing for us).    The layout of the store recently changed. The women's clearance section is on the far right of the store near the dressing rooms. The rest of the markdowns really weren't too impressive. Some jeans were marked down to $49.99.Generally, I don't buy jeans at that price. See, I'm searching for the best deal and that's still pretty high for me.   I'm sure that I will still stop in though, in the future, due to my optimism and love for the brand.",3,2011-01-09 02:50:20,1
Not well taken care of anymore Bathroom dirty Yogurt stations messy We used to love this place What happened? Does not feel clean,3,2017-03-03 19:51:38,0
"Pick any meat on the planet and the chef will make a Mexican style dish with amazing flavor! Wow, fish and lamb tacos to die for. Drinks are great as well.",5,2016-07-25 03:57:19,0
"I love this place. I come here whenever I'm in town for business. The taco Tuesday deals are unbelievably amazing. The tacos are only two dollars each, but they could be charging much more for the quality that they are. They also have a good IPA on tap that is only five dollars a pint. All of the staff is incredibly nice and they have great music here too. I also love the fact that there's tons of monitors everywhere so you can see games from every angle of the venue. They also have a great outdoor seating area that is right on the sidewalk and located on a busy downtown corner which suits all the people watchers well.",5,2016-11-09 20:24:45,0
The food was good but not for the price we paid. It's good for a gas station as well. The corn was under cooked for sure. I did like the BBQ beans a lot. I do feel for the amount you spend it should knock your socks off or taste like you cooked it at home. I do it a 3.5 but it wouldn't let me do that on the stars.,3,2017-05-13 04:38:56,0
"Yes, this IS as good as it gets!  Dr. Dameron and his team make going to the dentist actually a really good experience!  The whole staff is very professional, kind and accommodating.  Not to mention HAPPY!  The hygienists are just the best, as are all the staff.  Dr. Dameron's work is beautifully done and my teeth have never looked or felt better.  I HIGHLY recommend this whole office to anyone needing work done!  You will not be disappointed.",5,2017-03-03 18:37:34,0
The gelato here is sent from the gods themselves.   Just kidding. Desyree makes everything that goes into the gelato herself. Same difference right?,5,2014-09-25 07:36:20,2
"Danielle was the perfect server - always smiling and came around enough but not too much, made good suggestions and generally let us be silly, nearby table neighbors were great, food was fresh and tasty. I had the crab topped chicken which was juicy and flavorful. The man had ravioli something that was also tasty - fresh pasta and good meat sauce.   The salad and soup and breadsticks are always wonderful. We also got the bruschetta which was really perfect - not specialty, not gourmet, just perfectly normal, fresh tasting tomato, basil and olive oil yumminess.  We also had a trio of their Dolcini desserts which made it perfect so we could have tiramisu and the limoncello and strawberry stuff!  Overall, even though it was really busy and we waited for about 20 minutes for a table (although 'waiting' in the bar having a drink hardly counts as waiting), with the excellent service and great food this place definitely gets 5 stars from me and for a chain restaurant that is definitely something!",5,2014-04-19 13:17:14,1
"Everything we ordered was completely disgusting. We ordered from the late night menu, I got the veggie fajitas beans and rice. They left out my tortillas in my Togo order the beans and rice were disgusting. My best friend ordered the fish tacos which ended up being some sort of strange shredded fish. My boyfriend got the salmon salad, which was ok but would've been better but the salmon was dry. They left out my garlic fries and on top of all of this disgusting food it was 91$!!! I will never eat here ever again",1,2016-07-25 05:28:13,0
"Tracy dessert had a big name in Hong Kong and the one in First Markham place has been here for many years now!   Came in for some Chinese dessert, and I must say their selection has increased tremendously over the years. I might as well add that the price has also increased tremendously as well. The waitress gave us tea, which I could taste had red date in it. Fancy!  A simple taro with coconut with tapioca pearls was like $5.25 or something. Basically all the desserts were more than $5. That's crazy! I can literally just make this dessert at home and for a bowl, it would probably cost like $0.50. A few years ago, I think I can still get it for like $3-$4, which is more reasonable, but wow, more than $5 is a little over the top for this dessert. Though I must say, it is Tracy Dessert, and they are a little more on the expensive side.   I also saw other items on the menu like fish balls, chicken wings, shaved ice. My friend got a mango drink with fresh mango in it!   I'm also surprised how many people come to Tracy Dessert after work. We came on a Sunday and the tables were always filled. I think the amount of tables they had were just perfect because no one really waited for seats for a long time, but the tables kept filling up once a table was finished.",3,2016-05-07 01:21:02,5
Had an awesome breakfast cum brunch.  Staff is very warm and courteous and delicious food,4,2017-07-18 18:38:33,0
"This is a very fun restaurant with amazing food. I go to the other location just about every day and wanted to give this one a try so I did and was very pleased. It feels like a different restaurant because of the size but it's the same great food and same fun vibe. The staff is great and I will definitely be coming back on the regular to see them.  Come in twice a week till you've tried the entire menu,  i promise you'll be glad you did.",5,2018-02-23 23:22:31,0
"If I could give this place 0 stars, I would. They are RUDE, unprofessional and they have personal lockers that you HAVE to put your purse in to shop with them. I was asked to go and put my purse in my car. Excuse me?! Is this even legal? Are you going to replace my purse and it's contents if someone steals my personal items? I'm not sure who is running this place but this insane policy is CLEARLY negatively impacting you business. BAD move, BAD business move. Go across the street to Sally's.",1,2016-06-11 21:36:07,4
They say they are open until 7pm.  It's is 615pm and the guy inside says they are closed.   Won't be wasting my gas to come here again.  THEY CLOSE EARLY!,1,2015-12-05 02:16:34,2
"Came to this place based on yelp reviews and it did not disappoint. Got the chicken wings to start, kao soi with chicken and an dish from the chefs special - Steamed fish coconut curry. Chicken wings were good, especially when hot, the sauce gelatinized as it cooled. Kao soi was the best I've ever had, an excellent portion ans the chicken was very tender. The the fish coconut curry was good too, wasn't much of a curry but was still very flavourful. Service was fast and people were so friendly and kind. Will definitely go back to try other menu items.",5,2018-01-21 05:53:33,0
"We had my Mother's Birthday Party here on 10/29/16. What a Great time we all had. The food, music and waiters were Great!!! Thanks Lyles!!!",5,2016-11-09 20:07:25,0
"This is always a must visit on vegas trips.  I've had the St. Louis crepe (ham and cheese) and Nutella (peanut butter and banana). Yumm this place is consistently delicious every time.  The 20 minute wait is worth it for these crepes, just try and find a table early on since the seating is shared with the caf next door. Seems a little pricey at about $10 but what isn't pricey in Vegas?",4,2011-10-27 17:24:21,0
"My family and I visited and decided to take some pictures with the green screen so they can edit in the Avengers in them afterwards. Since this was our first time visiting this place, the staff was very patient and helped guide us. When we went to go check out which ones to print, Agent Collins was a great help. We loved his easy going personality and he has great customer service! 10/10 would visit again. The pics came out very nice too! Thank you, Agent Collins. Continue to show your awesome personality and great customer service! Very much appreciated.",5,2018-04-15 08:40:15,0
"So... arrived at ~5:30 and sat outside... ordered by 5:35... then we waited... and waited... and waited. No one checked on us (2 people) until 6:15. At that point, we asked for our food to go. Got that and the checks at 6:20. Finally able to pay and leave by 6:30. Probably some of  the worst service I have received. At least if you are running behind or food is taking awhile, you come back and explain and/or apologize. Instead, we were left wondering and waiting for our food. Obviously that never came until we said we were going to leave and take it with us. You would think at that point they would have apologized or taken something off the check, but no, nothing. Chances are, I won't be back. That is unfortunate, as we spend a lot of time in the area and this would have been a great outdoor spot! To top it off, when I got home and opened the soggy boxes, I was very disappointed at what I paid $11 for.",1,2016-03-07 00:37:51,1
We went because of the high recommendations. I wish we would have walked out as soon as we saw the tacky decor. Each meal is large enough to feed an entire family if that family wants a low quality meal. They definitively stress quantity over quality.  I suggest passing on this one.,2,2012-06-26 01:42:09,0
